Maulana Abul Kalam Azad Social Educational and Welfare Trust,"Near GP Office, Aurangabad",Aurangabad,makasewtngo@gmail.com,NOT AVAILABLE,97330 73094,,"Awareness Generation, Child Welfare, Education, Employment, General – Social Welfare, Health, Sanitation, Volunteers, Women Development/Welfare Rural Development, Education, Charity, Sports & Cultural Activities."
Micro Enterprise,Hooghly,Hooghly,anandasarkar84@yahoo.in,,"91-99035 92943, 91-92313 50719",NOT AVAILABLE,"Education, development."
Milli Mission of Bengal,"7/1, Jannagar Road, First Floor",Kolkata,mmbanisur_r@yahoo.com,91-33-22842742,,NOT AVAILABLE,"Child welfare, Development(General), Education, Environment, Forestry, Health, Sanitation, Science and Technology, Training, Water, Women’s issues"
Menmaker’s Research Association for Community Learning & Education,"1st floor, Biswanath Bhawan, N.N. Road",Cooch Behar,gupta.bimalendu@gmail.com,91-3582-231299,91-97333 87269,NOT AVAILABLE,Development of our society to mankind.
Middle Tone,"233/A, Mitra Para Road, Naihati",Barrackpore,thinkers.middletone@gmail.com,NOT AVAILABLE,"92315 88571, 90880 17698",,"Art And Culture, Awareness Generation, Research, Rural Development."
Mini Educational Welfare Trust,"Sariyattola, Krishnapur, Baishnanagar",Malda,bestmewt@gmail.com,NOT AVAILABLE,99323 10236,,Social Work.
MNSSWS – Mankanali Netaji Subhas Social Welfare Society,Bankura,Bankura,nssws.bankura@gmail.com,91-3242-314628,,NOT AVAILABLE,
Mogra Women Development Centre,"Station Road, Mogra",Hooghly,mashg@zapakmail.com,91-93397 42682,,NOT AVAILABLE,Social work
Mokimpur Bandhu Sangha,"Mokimpur, Mandirbazar, Pukuria",South 24 Paraganas,mokimpurbandhusangha1976@gmail.com,NOT AVAILABLE,88958 60959,,"Adolescent Girls Welfare, Corporate Social Responsibility, E-Learning, Education, Food and Nutrition, General – Social Welfare, Health, Medical Relief, Pollution, Poverty, Rehabilitation, Social Awareness, Right To Information, Urban Development, Women Development/Welfare, Women’S Issues Mokimpur Bandhu Sangha Was Children and To Help Them Always In All Types Of Difficult Circumstances."
Mollarchak Gram Unnayan Samiti,"Mollarchak, Diamond Harbour",South24parganas,mollarchak2006@gmail.com,NOT AVAILABLE,"76994 63692, 85150 40176",,"Awareness, Training, Women Development/ Welfare."
Meraj Foundation,"38, B.K.Paul Temple Road, Belur",Howrah,"merajwho@gmail.com, merajmiracle@rediffmail.com",,,NOT AVAILABLE,"Education, health."
Miah’Z Foundation,"Buniadpur, Banshihari",Dakshin Dinajpur,miahzfoundation@gmail.com,NOT AVAILABLE,98517 77084,,"General – Social Welfare, Human Development, Human Rights, Livelihood, Old Aged Welfare, Orphanage, Physically Disabled, Sustainable Development, Training, Women Development/Welfare, Youth."
Mitra Hitakari Sangshta,"Saheb Bagan, T.N. Mukherjee Road, Opp. Makhla Seva Sadan, Raghunathpur, Uttarpara",Hooghly,ankansengupta512@gmail.com,NOT AVAILABLE,"82967 59512, 99030 71743",,"Adolescent Girls Welfare, Anti Drug Campaign, Child Labour, Child Welfare, General – Social Welfare, Health, Hiv Aids, Legal Awareness, Self Help Groups, Social Awareness, Trafficking Of Women, Training, Women Development Welfare."
Milan Sangha,"Nandakumarpur, Jokrishnapur, Raidighi, Mathurapur Block?2",South 24 Parganas,milansanghango@gmail.com,NOT AVAILABLE,96741 81460,,"Child Rights, Child Welfare, Education, Employment, Food and Nutrition, Poverty, Rehabilitation, Rural Development, Sanitation, Self Help Groups, Urban Development, Volunteers, Water, Women Development/Welfare, Women’S Issues Mother & Child Development."
Motilal Bharat Tirtha Seba Mission Ashram,"Motilal, Bahirchak",South 24 Parganas,trdbsarkar@yahoo.com,91-33-24289336,91-98300 71423,NOT AVAILABLE,Easy accessibility of people.
Mollarpur Integrated Village Development Society,"Mollarpur, Birbhum",Birbhum,raihanul.haque@gmail.com,91-3462-250713,,NOT AVAILABLE,
Mourigram Sampark,"An Authorised Agent of LIC (I) for Micro Insurance, Howrah",Howrah,,,91-92305 03866,NOT AVAILABLE,Micro insurance (LIC)
Mozoomder Foundation(Ngo),"155/2B, APC Road, 1st Floor",Kolkata,gourabm@gmail.com,NOT AVAILABLE,"98365 26902, 83350 06979",,"Adolescent Girls Welfare, Advocacy On Social Issues, Anti Drug Campaign, Art And Craft, Art And Culture, Awareness Generation, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Corporate Social Responsibility, Cultural Issues, Disability, Disaster Management, General – Social Welfare, Grants/Aids, Health, Hiv/Aids, Human Rights, Labour, Law, Legal Awareness, Medical Relief, Old Aged Welfare, Orphanage, Peace, Physically Disabled, Plantation, Poverty, Rehabilitation, Research, Science And Technology, Self Help Groups, Shelter Home, Social Awareness, Right To Information, Wildlife, Women Development/Welfare, Women’S Issues, Youth."
Mount Hira Foundation,Murshidabad,Murshidabad,azeezwasey@gmail.com,91-332-2641482,91-95645 17432,NOT AVAILABLE,Education
Mukhopadhyay Foundation,"Bijoy Apartment, 3rd Floor, 95, Rashbehari Sarani, Hakimpara",Darjeeling,smukhopadhyayslg@gmail.com,NOT AVAILABLE,96411 14467,,"Child Rights, Child Welfare, Education, Employment, Health, Poverty, Rehabilitation, Sanitation, Yoga."
Monteswar Society for Sustainable Development,"Dharmarajtala, Near Mathpara Transformer, Bolpur",Birbhum,"msd_bir1@rediffmail.com, msd_bir@z6.com",,"91-94345 82382, 91-96816 17033",NOT AVAILABLE,Wide reorganization of MSD
Mirik Global Care Foundation,"Krishna Nagar, P.S. Mirik",Darjeeling,globalcare.mirik@gmail.com,91-354-2243321,,NOT AVAILABLE,
Multimedia World,"Old Estate, Puratanpally",Dinajpur,multi_media_world@yahoo.com,,91-94343 79155,NOT AVAILABLE,Social development
Monoharpur Digital Infotech Computer Welfare Society,"Monoharpur, Mahadebpur",Malda,mdicws@gmail.com,NOT AVAILABLE,"95633 23223, 98511 155500",,"Adolescent Girls Welfare, Advocacy On Social Issues, Anti Drug Campaign, Child Labour, Child Rights, Child Welfare, Climate Change, Disability, Education, Health, Legal Awareness, Physically Disabled, Plantation, Social Awareness, Sustainable Development, Right To Information, Training."
Mukti Ananda Tirtha,"Diamond Harbour, South 24 Parganas",South 24 Parganas,,91-317-4222540,,NOT AVAILABLE,"Child welfare, Education, Food and Nutrition, Health, Local Administration, Rural Development, Sanitation, Women’s issues"
Multi Samaj Sevak Sangha,"Multi, Magrahat",South 24 Paraganas,drpulakpal@gmail.com,NOT AVAILABLE,97335 15665,,"Child Welfare, General – Social Welfare, Self Help Groups."
MUKTI,"Purba Sridharpur, Raidighi",Raidighi,mukti.india@muktiweb.org,91-317-4214454,,NOT AVAILABLE,"Health, education, culture, livelihood, ecology."
My Dear Trees & Wilds,"Paribar Parikalpana Sahayak Kendra, Bishnupur",Bankura,,,,NOT AVAILABLE,"Child welfare, Environment, Health, Media, Population, Women’s issues"
Naba Nari Pragati Sangha,"17-Jan, Baikuntha Saha Rao",Kolkata,,91-33-24838202,,NOT AVAILABLE,"Human Rights, Urban Development, Women’s issues"
Murshidabad Roshanbagh Social Welfare Development Society,"Tiktiki Para, Roshanbagh",Murshidabad,rhossain1965@gmail.com,NOT AVAILABLE,97338 09590,,"Agriculture, Awareness Generation, Blindness, Child Labour, Child Rights, Child Welfare, Climate Change, Community Development, Disability, Disadvantaged Communities, Disaster Management, Education, Employment, Environment, Health, Hiv/Aids, Minorities, Old Aged Welfare, Orphanage, Poverty, Public Administration, Trafficking Of Women, Training, Tribal Development, Water, Women Development/Welfare, Women’S Issues, Youth."
Murshidabad Pratikar Welfare Society,"Saktipur, Murshidabad",Murshidabad,mpwsociety@gmail.com,,91-97343 12753,NOT AVAILABLE,Environment.
Nabadiganta Philanthropic Society,"Cyber Zone, Birlamore, B-Chandipur",South 24 Parganas,info@npswelfare.org,,91-98744 76759,NOT AVAILABLE,Welfare job
Murshidabad Khairamari Mainority Human Welfare Society,"Sadikhan’S Dearh, Jalangi",Murshidabad,murshidabad.kmhws@gmail.com,NOT AVAILABLE,97343 14772,03483-230016,"Agriculture, Child Labour, Health, Old Aged Welfare, Orphanage, Training, Women’S Issues, Youth Free Supplying Of Sanitary Napkin With Slef Help Group?S Women On Women Degises."
Mss Welfare Society,"BD9, Pabitrasen Galary, Atul Chandra Market, Mokdumpur",Malda,msswelfare@rediffmail.com,NOT AVAILABLE,89066 19323,,"Child Labour, Child Rights, Child Welfare, Food And Nutrition, Human Development, Human Rights, Medical Relief, Mentally Handicapped Persons, Women Development Welfare."
Nabadwip Cosmic Foundation,"68, Sribash, Angan Road",Nabadwip,nabadwipcosmicfoundation@gmai.com,NOT AVAILABLE,93329 82933,03472-240207,"Advocacy On Social Issues, Awareness Generation, E-Governance, E-Learning, Environment, Human Development, Natural Resource Management, Peace, Rural Development, Science And Technology, Self Help Groups, Waste Management, Wildlife, Youth."
Nadia Shibpur Sai Sadguru Samiti,"K.C. Lahiri Lane, Chasapara",Nadia,shibpursaibaba@gmail.com,,91-94341 10881,NOT AVAILABLE,
Nabadiganta Rural Development Welfare Society,"Labpur, Birbhum",Birbhum,nabadiganta_lab@rediffmail.com,91-3463-266790,91-94345 59406,NOT AVAILABLE,
Nabodaya Foundation,"Swagate Lodge, P.K.Raj, Kashipur",Purulia,nabodayafoundation@gmail.com,,91-94334 32847,NOT AVAILABLE,"Women and child development, SHG, awareness generation, rural development."
Nadiha Prayas,"Dulmi, Nadiha, Near Durga Mandir",Purulia,prayaspurulia@gmail.com,NOT AVAILABLE,75010 71726,,"Child Welfare, E-Learning, Education, General – Social Welfare, Social Awareness, Trafficking Of Women, Training, Women Development/Welfare."
Nabadwip Block Haritala Mahila Unnayan Samity,"Koler Danga Road, Haritala, Nabadwip",Nadia,nbhmus@gmail.com,NOT AVAILABLE,"97323 21243, 94345 74959",,"Community Development, Disaster Management, Sanitation, Self Help Groups, Social Awareness, Waste Management, Women Development/Welfare, Women’S Issues."
Nabadwip Bakultala Vidydlaya Praktan Chhatra Sammilanee,"31, Ampuliapara Lane, Badure Tala Para",Nadia,bakultalapraktanee@yahoo.com,91-3472-240283,,NOT AVAILABLE,"Education, culture, vocational trainng, health and sports, games."
Nagarukhra Social Welfare Society,"Satberia 77, Mouza, Beltola",Nadia,nagarukhra_society@rediff.com,,,NOT AVAILABLE,To serve the poor and to increase literacy rate.
Nandakumarpur Joykrishnapur Milan Sangha,"Nandakumarpur, Joykrishnapur, Raidighi, Mathurapur-Block",North 24 Parganas,milansanghango@gmail.com,NOT AVAILABLE,96741 81460,03174-204223,"Advocacy On Social Issues, Agriculture, Art And Culture, Awareness Generation, Child Labour, Child Rights, Child Welfare, Community Development, Development (General), Education, Employment, Food And Nutrition, Health, Human Development, Human Rights, Livelihood, Medical Relief, Rehabilitation, Rural Development, Sanitation, Self Help Groups, Training, Water, Women Development/Welfare, Women’S Issues."
Naihati Prolife,"151, Mitrapara Raod",Naihati,nprolife@vsnl.com,91-33-25805056,,NOT AVAILABLE,Development of the marginal communities.
Naihati New Life Society,"1721, Talpukur Road, Naihati",North 24 Parganas,naihatinewlifesociety@gmail.com,NOT AVAILABLE,93397 38884,033-25810122,"Awareness Generation, Child Labour, Child Rights, Community Development, Consumer Issues, Cultural Issues, E-Learning, Environment, Health, Old Aged Welfare, Orphanage, Plantation, Pollution, Society And Economy, Traditional Health, Urban Development, Women Development/Welfare, Women’S Issues, Youth."
Narendrapur Helping Hand,"Biswas Para, RamChandrapur",Kolkata,jb2612k@yahoo.co.in,,91-98302 57669,NOT AVAILABLE,To build contacts and introduce ourself to other NGO’s in and abroad.
NANRITAM,"28-01-2002, Selimpur Road",Kolkata,nanritam@gmail.com,,91-98300 05780,NOT AVAILABLE,To serve the underserved in rural West Bengal & urban slums of Kolkata.
Narendrapur Hope House Foundation,"Narendrapur, Palaspai, Khanakul",Hooghly,hopehousengo@gmail.com,NOT AVAILABLE,97347 68682,,Social Work
Nari-O-Sishu Kalyan Kendra,"Khaskhamar, Rameswarnagar, Bauria",Howrah,nskk1979@gmail.com,NOT AVAILABLE,98306 46876,033-26917382,Social Work
Narikeldaha Prayas,Purba Medinipur,Purba Medinipur,prayasnarikeldaha@yahoo.in,,91-97325 83142,NOT AVAILABLE,Home base cancer care.
National Institute Of Youth Computer Education,"Chowrangee, Ashokenagar",North 24 Parganas,niyceIndia@gmail.com,NOT AVAILABLE,93324 14100,,"Education, Information and Communications Technology, Youth Computer Education and Vocational Training."
National Youth Skill Development Mission,"P. B-4/A, Purbachal, B-Block, Durgapur-01",Durgapur,info@nysdm.in,NOT AVAILABLE,"98327 77397, 91260 56948",,"Distance Learning, Education, Information and Communications Technology, Training."
Natunpally Green World Welfare Society,"Natunpally Central Road, Sonarpur",Kolkata,greenworld.ca@gmail.com,NOT AVAILABLE,90072 18834,033-65185812,"Adolescent Girls Welfare, Development (General), Disaster Management, Environment, Library, Old Aged Welfare, Training, Urban Development, Women Development/Welfare."
Najar Nagar Arkid Club,"Najar Nagar, Haroa",Kolkata,farhanasiddique29@gmail.com,NOT AVAILABLE,86419 46047,03217-248447,"Child Welfare, Consumer Issues, Education, Health, Hiv/Aids, Legal Awareness, Library, Rural Development, Social Awareness."
Nav Disha Help-N-Care Society,Kolkata,Kolkata,navnu2010@gmail.com,91-33-24033573,91-98317 21427,NOT AVAILABLE,"Yealth, old age care."
Nature Environment & Wildlife Society,"117, Karmani Mansion, 25A, Park Street",Kolkata,vispub@cal2.vsnl.net.in,"91-33-22290079, 91-33-22290429",,NOT AVAILABLE,Environment
Natyapritana 1402,"94/8, I.R. Belilious Lane",Howrah,"director@natyapritana.org, secretary@natyapritan",91-33-26402717,,NOT AVAILABLE,"Information, education, communication."
Navadiganta,"29, Banerjee Para Road, Sarsuna",Kolkata,navadiganta@mailcity.com,91-33-24477340,,NOT AVAILABLE,"Aged, Child welfare, Development(General)"
Nawamita the Society for Underprivileged Upliftment,"56/1, Picnic Garden Road",Kolkata,nawamita_11@rediffmail.com,NOT AVAILABLE,"97489 10506, 98318 50903",033-65675291,"To Augment Environmental Education Including Promotion Of Health, Hygiene and Sanitation Among All Sections Of Population."
Navdisha Help-N-Care Society,"P-122,Senhati Colony, Behala",Kolkata,navdishaadmin09@gmail.com,91-33-24033573,,NOT AVAILABLE,To provide constructive support to senior citizens & encourage them to become independent & valuable.
Nayachak Biswaranjan Mondal Memorial Academy,"Nayachak, Panchla",Howrah,b.m.memorialacademy@gmail.com,NOT AVAILABLE,78906 09838,,"Art and Craft, Education."
Naxalbari Integrated Development Society,"Satbhiya, Naxalbari",Siliguri,pprasad_nxb@rediffmail.com,91-353-6458416,91-97332 56221,NOT AVAILABLE,"Education, health, water, women development, child development, old age care, shg, agriculture, training, hiv."
Neev Foundation,South 24 Parganas,South 24 Parganas,secretary@neevfoundation.org,,91-94331 35535,NOT AVAILABLE,Working for children education and health.
Nayan Charitable Trust,"6-L Block, 1 Lake",Kolkata,suvenb@gmail.com,,91-98300 60348,NOT AVAILABLE,Treatment of eye diseases and cotaract of poor & needy patients.
NAYALI – Network Association for Youth Action & Liberal Intention,"Durbachati, Paschim Surendranagar",Pathar,nayali_skm@yahoo.com,91-33-25427879,91-98304 60549,NOT AVAILABLE,Community based rehabilitation of challenged (hearing impaired) including income generation.
NEST – Nature,"50, Shyamaprasad Mukherjee Road",Environment & Social Trust,nest.India@yahoo.com,,91-98311 39606,NOT AVAILABLE,"Adventure and leadership camps, conservation, disaster management, environmental rehabilitation, fai."
NESPON – North Eastern Society for Preservation of Nature & Wild Life,"5, Krishanu Dey, Sarani",Siliguri,,91-353-2663501,,NOT AVAILABLE,
Network of Latur By People Living With HIV/Aids,"Amar Apartment, Siliguri",Siliguri,info@eicofarma.com,91-353-2597912,,NOT AVAILABLE,"To have financial assistance, in the shape of grant, donation, or soft loan."
Nest For Nature And Social Development,"541, Mary Park, Bandel",Hooghly,bandelnest@rediffmail.com,NOT AVAILABLE,94770 31163,033-27188343,Wildlife.
New Barrackpur Ankur Young Girls Organization,"Community Centre, Kamarshala Battala, New Barrackpur, Ward 7",Kolkata,ankur.nbp@hotmail.com,91-33-6519-3514,91-99033 42160,NOT AVAILABLE,"Women Empowerment, Women Health."
Nehru Children’s Museum,"94/1, Chowringhee Road",Kolkota,ncm@cal.vsnl.net.in,"91-33-22236878, 91-33-24403890",,NOT AVAILABLE,Child welfare
New Pally Mangal Samiti,"Manika, Anantarampur",Kolkata,uk.baidya@yahoo.com,91-317-4244321,,NOT AVAILABLE,Enlistment for funds.
Nikhil Bharat Banbasi Panchayat,"Raghunathpore, Jhargram, Jhargram",Madinipur,nikhilbbp@gmail.com,,"91-93334 46886, 91-99322 14626",NOT AVAILABLE,Ngo networking
Nilkuthi Nabadisha Social Welfare Society,"Bakhrabad, Usthi, Nilkuthi, Sakendarpur",South 24 Paraganas,drahmondal@gmail.com,NOT AVAILABLE,92318 73091,,"Ayurveda, Child Welfare, General – Social Welfare, Health, Herbal Medicine, Minorities, Social Awareness Provide Health Care To The Needy Rural People Of Mixed Community."
